Copound_ID	Is_Literature	Is_HTS	Temperature[C]	Time[h]	Yield[%]	Solvent	Solvent_Toxicity[Category]	Catalyst	Catalyst_Toxicity[Score]	ReaxysLink	Source
6	True	False	20.0	0.166667	97.0	acetonitrile	3	niobium pentachloride	1.75	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Kidwai, Mazaahir; Mishra, Neeraj Kumar; Bhatnagar, Divya; Jahan, Anwar; Asian Journal of Chemistry; vol. 23; 11; (2011); p. 5051 - 5054;
6	True	False	100.0	1.0	97.0	water	1	ziconium(IV) oxychloride octahydrate	1.0	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Bardajee, Ghasem Rezanejade; Comptes Rendus Chimie; vol. 16; 10; (2013); p. 872 - 877;
6	True	False	30.0	1.0	97.0	ethanol	1	alumina supported sulfuric acid	2.0	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Pramanik, Amit; Roy, Rimi; Khan, Sagar; Ghatak, Avishek; Bhar, Sanjay; Tetrahedron Letters; vol. 55; 10; (2014); p. 1771 - 1777;
6	True	False	20.0	0.0833333	97.0	ethanol; water	1	nitrilo-tris(methylenephosphonic acid)	2.5	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Fathi, Safoura; Sardarian, Ali Reza; Phosphorus, Sulfur and Silicon and the Related Elements; vol. 190; 9; (2015); p. 1471 - 1478;
6	True	False	20.0	0.166667	97.0	ethanol	1	H3PMo12O40 nanoparticles immobilized on imidazole functionalized core-shell Fe3O4-SiO2 nanoparticle	1.5	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Javidi, Jaber; Esmaeilpour, Mohsen; Materials Research Bulletin; vol. 73; (2016); p. 409 - 422;
6	True	False	60.0	0.0333333	97.0	ethanol; ethanol	1	ZrOL2(at)SMNP	8.25	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Jafarpour, Maasoumeh; Rezaeifard, Abdolreza; Transition Metal Chemistry; vol. 41; 2; (2016); p. 205 - 211;
6	True	False	20.0	1.0	97.0	ethanol	1	polyvinylimidazole-based Bronsted acidic ionic liquid grafted silica	3.75	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Tamami, Bahman; Sardarian, Alireza; Ataollahi, Elaheh; Turkish Journal of Chemistry; vol. 40; 3; (2016); p. 422 - 433;
6	True	False	20.0	0.333333	96.0	None	None	1-butylimidazolium tetrafluoroborate	2.75	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Potewar, Taterao M.; Ingale, Sachin A.; Srinivasan, Kumar V.; Synthetic Communications; vol. 38; 21; (2008); p. 3601 - 3612;
6	True	False	100.0	0.0666667	96.0	None	None	None	1.9385330578512396	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Zhou, Jian-Feng; Gong, Gui-Xia; Zhi, San-Jun; Duan, Xiu-Li; Synthetic Communications; vol. 39; 20; (2009); p. 3743 - 3754;
6	True	False	120.0	0.05	96.0	None	None	polyethylene glycol-400	0.0	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Zhang, Xia-Zhong; Wang, Jin-Xian; Bai, Lin; Synthetic Communications; vol. 41; 14; (2011); p. 2053 - 2063;
6	True	False	80.0	0.0333333	96.0	None	None	aluminum oxide	0.5	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Jafarpour, Maasoumeh; Rezaeifard, Abdolreza; Danehchin, Maryam; Applied Catalysis A: General; vol. 394; 1-2; (2011); p. 48 - 51;
6	True	False	20.0	0.116667	96.0	water	1	sodium tosylate; toluene-4-sulfonic acid	4.5	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Kumbhar, Arjun; Kamble, Santosh; Barge, Madhuri; Rashinkar, Gajanan; Salunkhe, Rajashri; Tetrahedron Letters; vol. 53; 22; (2012); p. 2756 - 2760;
6	True	False	20.0	0.15	96.0	ethanol	1	polyaniline/SiO2	0.0	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Yelwande, Ajeet A.; Navgire, Madhukar E.; Arbad, Balasaheb R.; Lande, MacHhindra K.; Journal of the Chinese Chemical Society; vol. 59; 8; (2012); p. 995 - 1000;
6	True	False	20.0	0.166667	96.0	ethanol; water	1	zirconium triflate	0.0	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Kolvari, Eskandar; Zolfigol, Mohammad Ali; Koukabi, Nadiya; Gilandust, Maryam; Kordi, Abdol-Vahid; Journal of the Iranian Chemical Society; vol. 10; 6; (2013); p. 1183 - 1191;
6	True	False	20.0	0.0333333	96.0	methanol	1	VO(furan-2-carbaldehyde nicotinic hydrazone)(OCH3)	2.25	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Pandey, Manju; Sunaja Devi; Sreeja; Asian Journal of Chemistry; vol. 27; 11; (2015); p. 4135 - 4137;
6	True	False	20.0	0.333333	96.0	ethanol	1	oxovanadium(IV) sulfate	6.25	https://www.reaxys.com/reaxys/secured/hopinto.do?context=R&query=RX.ID=720066&database=RX&origin=ReaxysOutput&ln=	Article; Digwal, Chander Singh; Yadav, Upasana; Sakla, Akash P.; Sri Ramya; Aaghaz, Shams; Kamal, Ahmed; Tetrahedron Letters; vol. 57; 36; (2016); p. 4012 - 4016;
